id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"0ae35d05359746e79d52973fc23427cd","dadosabertos","Thu, 28 Feb 2019 18:31:39 GMT","Mon, 02 Jun 2025 19:04:43 GMT","Plano da Bacia Hidrográfica do Rio Paranaíba - Base de Gestão - Pontos de Controle","Feature Service","Acesso os metadados

O
Plano de Recursos Hídricos e do Enquadramento dos Corpos Hídricos Superficiais
da Bacia Hidrográfica do Rio Paranaíba (PRH-Paranaíba) foi elaborado entre 2010
e 2013. Sua aprovação pelo CBH-Paranaíba ocorreu em 04 de junho de 2013,
resultando nas Deliberações 38 e 39. As intervenções na bacia foram
estruturadas em 03 Componentes, 15 Programas e 41 Subprogramas a serem
implementados no horizonte de planejamento adotado (2014-2033).","PC,bacia do Paranaíba,pontos de controle,paranaíba,plano de bacia","Plano da Bacia Hidrográfica do Rio Paranaíba - Base de Gestão - Pontos de Controle","","COS","","pt-br","https://www.snirh.gov.br/arcgis/rest/services/SPR/Paranaiba_BaseGestao/MapServer/7","public",,,"-53.1816,-20.1751,-46.0633,-15.43",""
"635d4bd5c6ae4552a4288aab1e4b0808","dadosabertos","Thu, 28 Feb 2019 18:25:54 GMT","Mon, 02 Jun 2025 19:04:41 GMT","Plano da Bacia Hidrográfica do Rio Paranaíba - Base de Gestão - Unidade de Planejamento - UPH","Feature Service","Acesso os metadados

O
Plano de Recursos Hídricos e do Enquadramento dos Corpos Hídricos Superficiais
da Bacia Hidrográfica do Rio Paranaíba (PRH-Paranaíba) foi elaborado entre 2010
e 2013. Sua aprovação pelo CBH-Paranaíba ocorreu em 04 de junho de 2013,
resultando nas Deliberações 38 e 39. As intervenções na bacia foram
estruturadas em 03 Componentes, 15 Programas e 41 Subprogramas a serem
implementados no horizonte de planejamento adotado (2014-2033).","UPH,bacia do Paranaíba,unidade de gestão,paranaíba,plano de bacia","Plano da Bacia Hidrográfica do Rio Paranaíba - Base de Gestão - Unidade de Planejamento - UPH","","COS","","pt-br","https://www.snirh.gov.br/arcgis/rest/services/SPR/Paranaiba_BaseGestao/MapServer/5","public",,,"-53.1816,-20.1751,-46.0633,-15.43",""
"a2ba283b05474fa2b11baefd6e7ea0a7","dadosabertos","Tue, 05 Feb 2019 18:47:12 GMT","Mon, 02 Jun 2025 19:04:39 GMT","Plano da Bacia Hidrográfica do Rio Paranaíba - Base de Gestão - Limite da bacia do Paranaiba","Feature Service","Acesso os metadados O Plano de Recursos Hídricos e do Enquadramento dos Corpos Hídricos Superficiais da Bacia Hidrográfica do Rio Paranaíba (PRH-Paranaíba) foi elaborado entre 2010 e 2013. Sua aprovação pelo CBH-Paranaíba ocorreu em 04 de junho de 2013, resultando nas Deliberações 38 e 39. As intervenções na bacia foram estruturadas em 03 Componentes, 15 Programas e 41 Subprogramas a serem implementados no horizonte de planejamento adotado (2014-2033).","bacia do paranaíba,limite de bacias,paranaíba,plano de bacia","Plano de Recursos Hídricos da Bacia Hidrográfica do Rio Paranaíba - Bases de Gestão - limite da bacia","","COS","","pt-br","https://www.snirh.gov.br/arcgis/rest/services/SPR/Paranaiba_BaseGestao/MapServer/1","public",,,"-53.1816,-20.1751,-46.0633,-15.43",""
"d3057e34e7794c04b1de47285d81ae18","dadosabertos","Mon, 07 May 2018 18:20:02 GMT","Mon, 02 Jun 2025 19:04:32 GMT","Área Irrigada - Área municipal irrigada por pivô central (hectares)","Feature Service","Acesse os metadados. Mapeamento da área e do número de equipamentos de irrigação por pivô central no Brasil em 2014. Estudo realizado por meio de parceria entre a Agência Nacional de Águas - ANA e a Embrapa Milho e Sorgo.","irrigada,municípios","Mapeamento da área e do número de equipamentos de irrigação por pivô central no Brasil em 2014. Estudo realizado por meio de parceria entre a Agência Nacional de Águas - ANA e a Embrapa Milho e Sorgo.","","COS","CC0","pt-br","https://www.snirh.gov.br/arcgis/rest/services/SNIRH2016/Area_Irrigada_Pivo/FeatureServer/2","public","CC0-1.0","dadosabertos","-73.9904,-33.7521,-28.8359,5.2718",""
"41c75b31124c41ca96c14d568ba17c85","dadosabertos","Mon, 07 May 2018 18:14:25 GMT","Mon, 02 Jun 2025 19:04:30 GMT","Área Irrigada - Pivôs Mapeados","Feature Service","Acesse os metadados. Mapeamento da área e do número de equipamentos de irrigação por pivô central no Brasil em 2014. Estudo realizado por meio de parceria entre a Agência Nacional de Águas - ANA e a Embrapa Milho e Sorgo.","irrigada,pivo","Mapeamento da área e do número de equipamentos de irrigação por pivô central no Brasil em 2014. Estudo realizado por meio de parceria entre a 
Agência Nacional de Águas - ANA e a Embrapa Milho e Sorgo.
","","COS","","pt-br","https://www.snirh.gov.br/arcgis/rest/services/SNIRH2016/Area_Irrigada_Pivo/FeatureServer/0","public",,"dadosabertos","-61.0126,-31.7514,-34.9944,3.4691",""
"ecc79d4a6fcb4fd78d879c36b5780f04","dadosabertos","Mon, 27 Nov 2017 12:28:07 GMT","Mon, 02 Jun 2025 13:44:25 GMT","Número de Registros de Secas por Município entre 2003 e 2015","Feature Service","Acesse os Metadados A contabilização dos eventos de secas por município utiliza como fonte primária de dados os decretos de declaração de situação de emergência e estado de calamidade pública, expedidos pelos municípios, que são divulgados no sítio da Secretaria Nacional de Defesa Civil (SEDEC). São considerados, neste caso, como eventos de secas: estiagem e seca. A série histórica utilizada inicia-se em 2003 e vai até 2015.","dados abertos,eventos hidrológicos,número de registros,secas,municípios,2003,2015","","","COS","","pt-br","https://portal1.snirh.gov.br/server/rest/services/dados_abertos/Numero_de_Registros_de_Secas_por_Municipio_entre_2003_e_2015/FeatureServer/0","public",,,"-73.8016,-33.7521,-34.8072,5.2718",""
"3208b8e7a5674fe99e1ea573a5fc67e5","dadosabertos","Mon, 27 Nov 2017 12:23:30 GMT","Mon, 02 Jun 2025 13:44:23 GMT","Municípios Atingidos por Eventos de Seca em 2015","Feature Service","Acesse os Metadados A contabilização dos eventos de secas por município utiliza como fonte primária de dados os decretos de declaração de situação de emergência e estado de calamidade pública, expedidos pelos municípios, que são divulgados no sítio da Secretaria Nacional de Defesa Civil (SEDEC). São considerados, neste caso, como eventos de secas: estiagem e seca. A série histórica utilizada inicia-se em 2003 e vai até 2015.","eventos hidrológicos,dados abertos,municípios,seca,2015","","","COS","","pt-br","https://portal1.snirh.gov.br/server/rest/services/dados_abertos/Municipios_Atingidos_por_Eventos_de_Seca_em_2015/FeatureServer/0","public",,,"-64.8253,-33.7521,-34.9021,4.3254",""
"9df7783fe63745d7a813e2d61c0b4b3d","dadosabertos","Mon, 27 Nov 2017 12:12:23 GMT","Mon, 02 Jun 2025 13:44:18 GMT","Municípios Atingidos por Eventos de Inundação em 2015","Feature Service","Acesse os Metadados A contabilização dos eventos de cheias por município utiliza como fonte primária de dados os decretos de declaração de situação de emergência e estado de calamidade pública, expedidos pelos municípios, que são divulgados no sítio da Secretaria Nacional de Defesa Civil (SEDEC). São considerados, neste caso, como eventos de cheias: inundações, alagamentos, enchentes e enxurradas. A série histórica utilizada inicia-se em 2003 e vai até 2015.","inundações,dados abertos,munípios,2015,eventos hidrológicos","","","COS","","pt-br","https://portal1.snirh.gov.br/server/rest/services/dados_abertos/Municipios_Atingidos_por_Eventos_de_Inundacao_em_2015/FeatureServer/0","public",,,"-73.8016,-32.1426,-38.2752,1.5503",""
"38fe0e271be14d42902339ab9769ec73","dadosabertos","Mon, 27 Nov 2017 11:52:52 GMT","Mon, 02 Jun 2025 13:44:16 GMT","Projetos do Programa Produtor de Água","Feature Service","Acesse os Metadados Os projetos desenvolvidos no âmbito do Programa Produtor de Água têm como objetivo a conservação da água e do solo em propriedades rurais por meio da redução da erosão e do assoreamento em mananciais. O Programa atua com foco na política de Pagamento por Serviços Ambientais (PSA) por meio do pagamento aos produtores rurais que aderirem voluntariamente ao Programa. A remuneração ocorre a partir da certificação de práticas conservacionistas adotadas pelos mesmos, orientadas com vistas à conservação de água e solo em suas propriedades.","dados abertos,programas,produtor de água,projetos","Os projetos desenvolvidos no âmbito do Programa Produtor de Água têm como objetivo a conservação da água e do solo em propriedades rurais por meio da redução da erosão e do assoreamento em mananciais. O Programa atua com foco na política de Pagamento por Serviços Ambientais (PSA) por meio do pagamento aos produtores rurais que aderirem voluntariamente ao Programa. A remuneração ocorre a partir da certificação de práticas conservacionistas adotadas pelos mesmos, orientadas com vistas à conservação de água e solo em suas propriedades.","","COS","CC0","pt-br","https://portal1.snirh.gov.br/server/rest/services/dados_abertos/Projetos_do_Programa_Produtor_de_Agua/FeatureServer/0","public","CC0-1.0",,"-67.948,-29.9667,-40.66,-10.195",""
"02f74a7d5ba440e6abb137e8f39b82a4","dadosabertos","Tue, 21 Nov 2017 13:40:05 GMT","Mon, 02 Jun 2025 13:44:12 GMT","Balanço Hídrico Qualitativo por Bacia","Feature Service","Acesse os Metadados O balanço hídrico é de fundamental importância para o diagnóstico das bacias brasileiras e é realizado por trecho de rio e por microbacia. O balanço hídrico qualitativo considera a capacidade de assimilação das cargas orgânicas domésticas pelos corpos d´água. Para isso, leva-se em conta a carga de esgoto doméstico gerada, considerando a população urbana de cada município (no estudo foi considerado o Censo Demográfico do IBGE de 2008), e desse valor são subtraídos os volumes tratados de esgoto doméstico, segundo dados do Sistema Nacional de Informações sobre Saneamento - SNIS, complementados com informações do Plano Nacional de Saneamento Básico - PNSB (IBGE, 2008). Quanto à carga orgânica assimilável pelos corpos d'água, a estimativa foi feita considerando-se que todos os rios estivessem enquadrados na classe 2, segundo a Resolução CONAMA nº 357/2005, que determina como limite máximo de DBO (5,20) o valor de 5 mg/l. Para o cálculo do indicador do balanço hídrico qualitativo, multiplicou-se a vazão disponível pelo valor de 5 mg/l e transformou-se os dados para toneladas de DBO (5,20)/dia. O decaimento da carga orgânica no trecho a jusante do lançamento foi estimado como exponencial. Valores superiores a um indicam que a carga orgânica lançada é superior à carga assimilável. Valores inferiores a um indicam que a carga orgânica lançada é inferior à carga assimilável. Desse modo, tem-se uma escala de valores que corresponde à seguinte relação: 0-0,5 (ótima), 0,5-1,0 (boa), 1,0-5,0 (razoável), 5,0-20,0 (ruim) e >20 (péssima).","dados abertos,balanço hídrico,qualidade,bacia","","","COS","","pt-br","https://portal1.snirh.gov.br/server/rest/services/dados_abertos/Balanco_Hidrico_Qualitativo_por_Bacia/FeatureServer/0","public",,,"-74.0233,-33.7639,-34.7894,5.2905",""
"c2e91df2f08e4023bba401b4ce915663","dadosabertos","Tue, 21 Nov 2017 13:32:06 GMT","Mon, 02 Jun 2025 13:44:09 GMT","Balanço Hídrico Qualitativo por Curso d'Água","Feature Service","Acesse os Metadados O balanço hídrico é de fundamental importância para o diagnóstico das bacias brasileiras e é realizado por trecho de rio e por microbacia. O balanço hídrico qualitativo considera a capacidade de assimilação das cargas orgânicas domésticas pelos corpos d´água. Para isso, leva-se em conta a carga de esgoto doméstico gerada, considerando a população urbana de cada município (no estudo foi considerado o Censo Demográfico do IBGE de 2008), e desse valor são subtraídos os volumes tratados de esgoto doméstico, segundo dados do Sistema Nacional de Informações sobre Saneamento - SNIS, complementados com informações do Plano Nacional de Saneamento Básico - PNSB (IBGE, 2008). Quanto à carga orgânica assimilável pelos corpos d'água, a estimativa foi feita considerando-se que todos os rios estivessem enquadrados na classe 2, segundo a Resolução CONAMA nº 357/2005, que determina como limite máximo de DBO (5,20) o valor de 5 mg/l. Para o cálculo do indicador do balanço hídrico qualitativo, multiplicou-se a vazão disponível pelo valor de 5 mg/l e transformou-se os dados para toneladas de DBO (5,20)/dia. O decaimento da carga orgânica no trecho a jusante do lançamento foi estimado como exponencial. Valores superiores a um indicam que a carga orgânica lançada é superior à carga assimilável. Valores inferiores a um indicam que a carga orgânica lançada é inferior à carga assimilável. Desse modo, tem-se uma escala de valores que corresponde à seguinte relação: 0-0,5 (ótima), 0,5-1,0 (boa), 1,0-5,0 (razoável), 5,0-20,0 (ruim) e >20 (péssima).","dados abertos,balanço hídrico,qualidade,curso dágua","","","COS","","pt-br","https://portal1.snirh.gov.br/server/rest/services/dados_abertos/Balanco_Hidrico_Qualitativo_por_Curso_de_Agua/FeatureServer/0","public",,,"-73.2868,-32.6397,-34.8622,4.5002",""
"1153da319a7e40a095f04b095e87b3d4","dadosabertos","Tue, 07 Nov 2017 12:56:28 GMT","Mon, 02 Jun 2025 13:44:00 GMT","Redes Estaduais - Ponto em Operação: 2014","Feature Service","Acesse os Metadados Diversos estados monitoram hoje a qualidade das águas superficiais em seu território e repassam os dados para a ANA. No entanto, em perspectiva nacional, nem sempre é possível comparar os dados gerados já que os estados adotam diferentes critérios, metodologias e parâmetros, não havendo uma padronização em escala de País. A Rede Nacional de Monitoramento de Qualidade das Águas (RNQA) é o principal componente do Programa Nacional de Avaliação da Qualidade das Águas (PNQA), e tem como principal objetivo padronizar e ampliar o monitoramento no País, eliminando as lacunas temporais e geográficas existentes. Os pontos da RNQA foram determinados a partir de uma metodologia de alocação de pontos desenvolvida pela ANA e foram posteriormente analisados juntamente com todos os estados e o Distrito Federal para buscar aproveitar os pontos de monitoramento das redes já existentes.

Além disso, a ANA é responsável pela operação da Rede Hidrometereológica Nacional, que contém estações fluviométricas e gera informações de vazão de rios em todo o País. Em parte dessas estações, aproximadamente 1600, há também o monitoramento de quatro parâmetros de qualidade de água medidos com sondas multiparamétricas (Oxigênio Dissolvido, Turbidez, Temperatura e pH).","monitoramento,qualidade da água,rede nacional,redes estaduais,2014,pontos em operação,dados abertos","","","COS","","pt-br","https://portal1.snirh.gov.br/server/rest/services/dados_abertos/Redes_Estaduais_Em_Operacao_2014/FeatureServer/0","public",,,"-59.4567,-26.3869,-34.7967,-2.8686",""
